drugA	drugB	sAB	overlapAB	mean_spAB	median_spAB	min_spAB	max_spAB	zTDA	zTDB	zDTA	zDTB	sAD	sBD	overlapAD	overlapBD	mean_spAD	mean_spBD	median_spAD	median_spBD	min_spAD	min_spBD	max_spAD	max_spBD
DB00575	DB00697	-0.164	4	0.4412	0.51	0.0	0.69	0.1855	-0.0087	-1.7693	-2.359	0.1828	0.1869	1.0	1.0	0.5567	0.5412	0.55	0.54	0.0	0.0	1.43	1.28
DB00575	DB00797	-0.1831	4	0.5285	0.62	0.0	0.9	0.1855	0.7088	-1.7693	-1.2833	0.1828	0.1959	1.0	1.0	0.5567	0.6064	0.55	0.6	0.0	0.0	1.43	1.52
DB00575	DB00865	-0.2354	2	0.4431	0.515	0.0	0.75	0.1855	-0.001	-1.7693	-1.8675	0.1828	0.1244	1.0	1.0	0.5567	0.5716	0.55	0.57	0.0	0.0	1.43	1.39
DB00575	DB00925	-0.1898	5	0.504	0.53	0.0	0.87	0.1855	-0.8763	-1.7693	-1.6654	0.1828	0.0676	1.0	1.0	0.5567	0.5647	0.55	0.57	0.0	0.0	1.43	1.44
DB00575	DB00935	-0.107	5	0.5178	0.55	0.0	0.82	0.1855	0.3203	-1.7693	-2.5307	0.1828	0.1691	1.0	2.0	0.5567	0.5621	0.55	0.56	0.0	0.0	1.43	1.39
DB00575	DB00968	-0.0814	1	0.5119	0.555	0.0	0.69	0.1855	0.1698	-1.7693	-1.9512	0.1828	0.117	1.0	1.0	0.5567	0.5622	0.55	0.55	0.0	0.0	1.43	1.33
DB00575	DB01049	-0.1573	2	0.5194	0.525	0.0	0.9	0.1855	-1.4769	-1.7693	-2.4326	0.1828	0.0781	1.0	1.0	0.5567	0.5749	0.55	0.57	0.0	0.0	1.43	1.51
DB00575	DB01149	-0.0042	3	0.5063	0.52	0.0	0.81	0.1855	-1.1193	-1.7693	-4.5543	0.1828	0.1368	1.0	4.0	0.5567	0.5285	0.55	0.52	0.0	0.0	1.43	1.4
DB00575	DB01392	-0.0401	6	0.5428	0.53	0.0	1.11	0.1855	-0.6168	-1.7693	-3.6474	0.1828	0.1232	1.0	4.0	0.5567	0.5781	0.55	0.55	0.0	0.0	1.43	1.69
DB00575	DB01472	-0.0469	2	0.5662	0.62	0.0	0.78	0.1855	0.7502	-1.7693	-0.7847	0.1828	0.2436	1.0	1.0	0.5567	0.6167	0.55	0.61	0.0	0.0	1.43	1.42
DB00575	DB01577	0.0011	3	0.5711	0.615	0.0	0.9	0.1855	1.4723	-1.7693	-0.9792	0.1828	0.2343	1.0	1.0	0.5567	0.6093	0.55	0.6	0.0	0.0	1.43	1.52
DB00575	DB04948	-0.0488	3	0.4362	0.495	0.0	0.69	0.1855	0.1538	-1.7693	-2.4902	0.1828	0.2943	1.0	1.0	0.5567	0.5609	0.55	0.56	0.0	0.0	1.43	1.28
DB00575	DB06148	-0.009	4	0.578	0.55	0.0	1.2	0.1855	-0.916	-1.7693	-5.2127	0.1828	0.0842	1.0	5.0	0.5567	0.6005	0.55	0.57	0.0	0.0	1.43	1.78
DB00575	DB06694	-0.1575	6	0.4792	0.51	0.0	0.82	0.1855	0.016	-1.7693	-1.863	0.1828	0.2316	1.0	1.0	0.5567	0.5667	0.55	0.56	0.0	0.0	1.43	1.39
DB00575	DB06711	-0.2629	5	0.4432	0.51	0.0	0.75	0.1855	0.0883	-1.7693	-2.2161	0.1828	0.1678	1.0	1.0	0.5567	0.5502	0.55	0.55	0.0	0.0	1.43	1.39
DB00575	DB00216	0.1454	0	0.6339	0.625	0.36	0.98	0.1855	-0.3225	-1.7693	-1.5472	0.1828	0.1341	1.0	1.0	0.5567	0.6166	0.55	0.6	0.0	0.0	1.43	1.62
DB00575	DB00247	0.1395	0	0.537	0.535	0.36	0.76	0.1855	-0.3001	-1.7693	-2.0992	0.1828	0.1763	1.0	1.0	0.5567	0.5254	0.55	0.52	0.0	0.0	1.43	1.39
DB00575	DB00315	0.1535	0	0.6487	0.63	0.36	0.98	0.1855	-1.3413	-1.7693	-1.2581	0.1828	0.1626	1.0	0.0	0.5567	0.6377	0.55	0.625	0.0	0.17	1.43	1.62
DB00575	DB00669	0.1486	0	0.6022	0.58	0.36	1.02	0.1855	-0.137	-1.7693	-1.0472	0.1828	0.1367	1.0	0.0	0.5567	0.5897	0.55	0.56	0.0	0.17	1.43	1.62
DB00575	DB00952	0.1535	0	0.6487	0.63	0.36	0.98	0.1855	-1.3413	-1.7693	-1.2581	0.1828	0.1626	1.0	0.0	0.5567	0.6377	0.55	0.625	0.0	0.17	1.43	1.62
DB00575	DB01616	0.2984	0	0.47	0.49	0.36	0.63	0.1855	-2.3981	-1.7693	-1.7372	0.1828	0.3431	1.0	0.0	0.5567	0.452	0.55	0.45	0.0	0.17	1.43	1.23
DB00575	DB06684	0.0248	0	0.5308	0.52	0.25	0.75	0.1855	-1.5459	-1.7693	-2.39	0.1828	0.0934	1.0	2.0	0.5567	0.5393	0.55	0.53	0.0	0.0	1.43	1.4
DB00575	DB00393	0.1397	0	0.5562	0.565	0.3	0.87	0.1855	-2.3273	-1.7693	-3.6134	0.1828	0.109	1.0	3.0	0.5567	0.5451	0.55	0.54	0.0	0.0	1.43	1.49
DB00575	DB00653	0.116	0	0.5915	0.59	0.34	0.87	0.1855	-1.2958	-1.7693	-2.0948	0.1828	0.1184	1.0	2.0	0.5567	0.5844	0.55	0.58	0.0	0.0	1.43	1.48
DB00575	DB00377	0.3484	0	0.5175	0.525	0.43	0.58	0.1855	-0.4155	-1.7693	-0.5052	0.1828	0.3849	1.0	0.0	0.5567	0.4939	0.55	0.49	0.0	0.18	1.43	1.06
DB00575	DB00728	0.0814	0	0.7921	0.71	0.43	1.22	0.1855	-0.2509	-1.7693	1.5777	0.1828	0.0551	1.0	0.0	0.5567	0.7625	0.55	0.69	0.0	0.18	1.43	1.69
DB00575	DB00757	0.3484	0	0.5175	0.525	0.43	0.58	0.1855	-0.4155	-1.7693	-0.5052	0.1828	0.3849	1.0	0.0	0.5567	0.4939	0.55	0.49	0.0	0.18	1.43	1.06
DB00575	DB00889	0.2182	0	0.6102	0.615	0.43	0.74	0.1855	0.6106	-1.7693	0.7326	0.1828	0.2221	1.0	0.0	0.5567	0.5866	0.55	0.57	0.0	0.18	1.43	1.36
DB00575	DB00969	0.2249	0	0.6725	0.645	0.43	1.11	0.1855	0.699	-1.7693	0.4584	0.1828	0.2025	1.0	0.0	0.5567	0.6392	0.55	0.61	0.0	0.18	1.43	1.69
DB00575	DB01043	0.1216	0	0.515	0.46	0.24	1.08	0.1855	-2.1088	-1.7693	-3.4109	0.1828	0.1384	1.0	0.0	0.5567	0.4975	0.55	0.46	0.0	0.05	1.43	1.63
DB00575	DB01199	0.0526	0	0.7171	0.565	0.35	1.22	0.1855	-1.4173	-1.7693	0.9592	0.1828	0.0335	1.0	0.0	0.5567	0.6892	0.55	0.55	0.0	0.18	1.43	1.69
DB00575	DB00695	0.1111	0	0.5725	0.57	0.45	0.72	0.1855	0.3257	-1.7693	-1.9512	0.1828	0.1447	1.0	1.0	0.5567	0.5625	0.55	0.55	0.0	0.0	1.43	1.39
DB00575	DB08329	0.0919	0	0.6462	0.675	0.34	0.86	0.1855	0.1595	-1.7693	0.0022	0.1828	0.1201	1.0	0.0	0.5567	0.6359	0.55	0.64	0.0	0.18	1.43	1.44
DB00575	DB00544	0.3884	0	0.5562	0.56	0.48	0.73	0.1855	0.2199	-1.7693	-0.5324	0.1828	0.4317	1.0	0.0	0.5567	0.5408	0.55	0.53	0.0	0.18	1.43	1.33
DB00575	DB00642	0.1469	0	0.5528	0.535	0.4	0.78	0.1855	0.7158	-1.7693	0.0224	0.1828	0.1726	1.0	0.0	0.5567	0.5221	0.55	0.51	0.0	0.18	1.43	1.33
DB00575	DB00631	0.2262	0	0.47	0.445	0.4	0.65	0.1855	-0.4908	-1.7693	-1.941	0.1828	0.263	1.0	0.0	0.5567	0.4465	0.55	0.44	0.0	0.12	1.43	1.22
DB00575	DB00980	0.1206	0	0.4638	0.49	0.27	0.66	0.1855	0.0692	-1.7693	0.3215	0.1828	0.2133	1.0	0.0	0.5567	0.4739	0.55	0.46	0.0	0.22	1.43	1.2
DB00575	DB06594	0.135	0	0.5102	0.49	0.27	0.73	0.1855	0.3567	-1.7693	-1.55	0.1828	0.2027	1.0	1.0	0.5567	0.5103	0.55	0.5	0.0	0.0	1.43	1.39
DB00575	DB01131	0.3817	0	0.55	0.53	0.47	0.64	0.1855	-0.0454	-1.7693	0.2608	0.1828	0.399	1.0	0.0	0.5567	0.5078	0.55	0.5	0.0	0.24	1.43	1.24
DB00575	DB00951	0.0216	0	0.6544	0.665	0.47	0.89	0.1855	-2.0545	-1.7693	-0.6187	0.1828	0.0275	1.0	0.0	0.5567	0.6104	0.55	0.615	0.0	0.22	1.43	1.4
DB00575	DB00230	0.3895	0	0.555	0.51	0.5	0.74	0.1855	0.7276	-1.7693	0.2998	0.1828	0.4433	1.0	0.0	0.5567	0.5523	0.55	0.54	0.0	0.24	1.43	1.35
DB00575	DB00836	0.0945	0	0.5253	0.52	0.3	0.79	0.1855	-1.0247	-1.7693	-2.7031	0.1828	0.1056	1.0	1.0	0.5567	0.515	0.55	0.51	0.0	0.0	1.43	1.4
DB00575	DB01244	0.1291	0	0.5899	0.585	0.3	0.92	0.1855	-0.6374	-1.7693	-0.3704	0.1828	0.0889	1.0	1.0	0.5567	0.5665	0.55	0.56	0.0	0.0	1.43	1.47
DB00575	DB00454	0.1162	0	0.4375	0.425	0.24	0.73	0.1855	-2.137	-1.7693	-5.2681	0.1828	0.1662	1.0	0.0	0.5567	0.4194	0.55	0.41	0.0	0.05	1.43	1.27
DB00575	DB00091	0.0912	0	0.4771	0.45	0.26	0.81	0.1855	-2.0332	-1.7693	-1.543	0.1828	0.1126	1.0	0.0	0.5567	0.4605	0.55	0.46	0.0	0.05	1.43	1.35
DB00575	DB00189	0.2447	0	0.6571	0.635	0.46	0.97	0.1855	0.599	-1.7693	-1.6716	0.1828	0.2736	1.0	0.0	0.5567	0.6421	0.55	0.64	0.0	0.24	1.43	1.54
DB00575	DB00237	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00241	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00306	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00312	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00371	0.221	0	0.6779	0.675	0.46	0.97	0.1855	0.212	-1.7693	-1.0422	0.1828	0.2684	1.0	0.0	0.5567	0.6646	0.55	0.66	0.0	0.27	1.43	1.54
DB00575	DB00402	0.2344	0	0.6917	0.69	0.5	0.97	0.1855	0.8805	-1.7693	-0.6363	0.1828	0.2641	1.0	0.0	0.5567	0.6701	0.55	0.66	0.0	0.27	1.43	1.54
DB00575	DB00418	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00425	0.1105	0	0.6733	0.65	0.5	0.97	0.1855	-0.0043	-1.7693	-0.5828	0.1828	0.1593	1.0	0.0	0.5567	0.6522	0.55	0.64	0.0	0.27	1.43	1.54
DB00575	DB00463	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00599	0.1444	0	0.6209	0.63	0.27	0.97	0.1855	-1.8299	-1.7693	-1.3924	0.1828	0.105	1.0	0.0	0.5567	0.6039	0.55	0.6	0.0	0.08	1.43	1.56
DB00575	DB00794	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB00849	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01174	0.1505	0	0.5941	0.58	0.27	0.97	0.1855	-1.5643	-1.7693	-1.7858	0.1828	0.1246	1.0	0.0	0.5567	0.5765	0.55	0.57	0.0	0.08	1.43	1.54
DB00575	DB01198	0.2095	0	0.6965	0.69	0.5	0.97	0.1855	0.8527	-1.7693	-0.0531	0.1828	0.2382	1.0	0.0	0.5567	0.6773	0.55	0.67	0.0	0.27	1.43	1.54
DB00575	DB01351	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01352	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01353	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01354	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01355	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01483	0.1443	0	0.6061	0.605	0.27	0.97	0.1855	-1.7357	-1.7693	-1.6544	0.1828	0.1162	1.0	0.0	0.5567	0.5901	0.55	0.59	0.0	0.08	1.43	1.54
DB00575	DB01544	0.2064	0	0.6805	0.685	0.46	0.97	0.1855	0.8241	-1.7693	-0.5121	0.1828	0.2442	1.0	0.0	0.5567	0.6651	0.55	0.66	0.0	0.27	1.43	1.54
DB00575	DB00673	0.162	0	0.6013	0.585	0.4	0.81	0.1855	0.6388	-1.7693	-1.5455	0.1828	0.2089	1.0	1.0	0.5567	0.5955	0.55	0.59	0.0	0.0	1.43	1.43
DB00575	DB04894	0.0987	0	0.4954	0.48	0.36	0.72	0.1855	-1.252	-1.7693	-3.1468	0.1828	0.169	1.0	1.0	0.5567	0.4918	0.55	0.49	0.0	0.0	1.43	1.32
DB00575	DB06717	0.3395	0	0.5112	0.525	0.4	0.61	0.1855	-0.3234	-1.7693	-2.7498	0.1828	0.3999	1.0	1.0	0.5567	0.5096	0.55	0.51	0.0	0.0	1.43	1.32
DB00575	DB00008	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00011	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00018	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00022	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00034	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00060	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00068	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00069	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00105	0.2166	0	0.4706	0.5	0.31	0.63	0.1855	-1.2592	-1.7693	-1.5921	0.1828	0.2702	1.0	0.0	0.5567	0.4493	0.55	0.44	0.0	0.17	1.43	1.19
DB00575	DB00083	0.0946	0	0.4088	0.42	0.18	0.64	0.1855	-0.287	-1.7693	-0.5174	0.1828	0.1733	1.0	0.0	0.5567	0.4051	0.55	0.38	0.0	0.11	1.43	1.2
DB00575	DB00574	0.1908	0	0.5412	0.55	0.4	0.73	0.1855	-0.2844	-1.7693	-2.3887	0.1828	0.2417	1.0	1.0	0.5567	0.5346	0.55	0.53	0.0	0.0	1.43	1.39
DB00575	DB01242	0.0182	2	0.5509	0.52	0.0	1.2	0.1855	-1.1151	-1.7693	-7.3604	0.1828	0.0909	1.0	7.0	0.5567	0.5622	0.55	0.53	0.0	0.0	1.43	1.78
DB00575	DB01454	0.0322	3	0.5334	0.55	0.0	0.79	0.1855	-0.2547	-1.7693	-4.2005	0.1828	0.1582	1.0	4.0	0.5567	0.5497	0.55	0.54	0.0	0.0	1.43	1.4
DB00575	DB00184	0.2455	0	0.7049	0.68	0.41	1.22	0.1855	1.6939	-1.7693	3.0372	0.1828	0.2055	1.0	0.0	0.5567	0.6815	0.55	0.65	0.0	0.25	1.43	1.69
DB00575	DB00333	0.0984	0	0.5752	0.56	0.31	0.95	0.1855	-0.5084	-1.7693	-2.1977	0.1828	0.1189	1.0	0.0	0.5567	0.548	0.55	0.53	0.0	0.12	1.43	1.49
DB00575	DB00674	0.2259	0	0.6711	0.65	0.35	1.22	0.1855	0.9163	-1.7693	2.8617	0.1828	0.1709	1.0	0.0	0.5567	0.6486	0.55	0.62	0.0	0.19	1.43	1.69
DB00575	DB01090	0.1887	0	0.7058	0.725	0.51	0.95	0.1855	0.9449	-1.7693	1.6749	0.1828	0.2007	1.0	0.0	0.5567	0.6722	0.55	0.67	0.0	0.28	1.43	1.49
DB00575	DB01116	0.6328	0	0.8012	0.775	0.72	0.95	0.1855	0.8073	-1.7693	0.7369	0.1828	0.6504	1.0	0.0	0.5567	0.7593	0.55	0.74	0.0	0.47	1.43	1.49
DB00575	DB00257	0.0906	0	0.5866	0.595	0.38	0.91	0.1855	0.3831	-1.7693	-1.8999	0.1828	0.0687	1.0	1.0	0.5567	0.5694	0.55	0.56	0.0	0.0	1.43	1.49
DB00575	DB00468	0.084	0	0.6741	0.65	0.41	1.11	0.1855	0.2483	-1.7693	0.7754	0.1828	0.0783	1.0	0.0	0.5567	0.6522	0.55	0.62	0.0	0.11	1.43	1.69
DB00575	DB00949	0.1547	0	0.4279	0.395	0.24	0.72	0.1855	-2.4746	-1.7693	-3.5191	0.1828	0.2078	1.0	0.0	0.5567	0.4127	0.55	0.4	0.0	0.05	1.43	1.32
DB00575	DB00831	-0.0048	4	0.5217	0.525	0.0	0.88	0.1855	-1.1022	-1.7693	-3.8016	0.1828	0.0772	1.0	3.0	0.5567	0.5364	0.55	0.53	0.0	0.0	1.43	1.44
DB00575	DB01023	0.1366	0	0.5858	0.59	0.27	0.92	0.1855	-0.8716	-1.7693	-1.9344	0.1828	0.0715	1.0	3.0	0.5567	0.5648	0.55	0.56	0.0	0.0	1.43	1.49
DB00575	DB01115	0.1161	0	0.5826	0.59	0.26	1.0	0.1855	-1.434	-1.7693	-2.6744	0.1828	0.0868	1.0	3.0	0.5567	0.5647	0.55	0.56	0.0	0.0	1.43	1.53
DB00575	DB04825	0.2128	0	0.3813	0.38	0.3	0.54	0.1855	-1.2872	-1.7693	-1.5342	0.1828	0.2652	1.0	0.0	0.5567	0.3742	0.55	0.37	0.0	0.04	1.43	1.14
DB00575	DB00318	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00327	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00497	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00611	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00647	0.1227	0	0.5241	0.52	0.31	0.73	0.1855	-0.7389	-1.7693	-1.8592	0.1828	0.1718	1.0	0.0	0.5567	0.5002	0.55	0.49	0.0	0.12	1.43	1.27
DB00575	DB00844	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00854	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00899	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB00956	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.9287	-1.7693	-2.396	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB01081	0.1468	0	0.5117	0.52	0.31	0.7	0.1855	-0.6917	-1.7693	-2.2813	0.1828	0.1968	1.0	0.0	0.5567	0.491	0.55	0.48	0.0	0.11	1.43	1.27
DB00575	DB01192	0.2136	0	0.5275	0.53	0.31	0.7	0.1855	-0.0588	-1.7693	-1.103	0.1828	0.278	1.0	0.0	0.5567	0.5096	0.55	0.5	0.0	0.12	1.43	1.27
DB00575	DB01452	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB01497	0.1091	0	0.5627	0.54	0.31	0.79	0.1855	-0.4617	-1.7693	-1.9664	0.1828	0.1473	1.0	1.0	0.5567	0.5486	0.55	0.54	0.0	0.0	1.43	1.41
DB00575	DB01535	0.1443	0	0.5088	0.51	0.31	0.7	0.1855	-0.876	-1.7693	-2.5031	0.1828	0.1991	1.0	0.0	0.5567	0.4879	0.55	0.48	0.0	0.12	1.43	1.27
DB00575	DB01565	0.1044	0	0.5425	0.54	0.31	0.79	0.1855	-0.2867	-1.7693	-2.351	0.1828	0.1467	1.0	1.0	0.5567	0.5258	0.55	0.52	0.0	0.0	1.43	1.29
DB00575	DB00741	0.0866	0	0.3938	0.37	0.28	0.58	0.1855	-1.5093	-1.7693	-2.6456	0.1828	0.1134	1.0	2.0	0.5567	0.3648	0.55	0.36	0.0	0.0	1.43	1.16
DB00575	DB00382	0.1309	0	0.5992	0.6	0.35	0.89	0.1855	-0.0878	-1.7693	0.0148	0.1828	0.1323	1.0	0.0	0.5567	0.5826	0.55	0.57	0.0	0.19	1.43	1.44
DB00575	DB00483	0.0248	0	0.7684	0.72	0.35	1.22	0.1855	-1.7199	-1.7693	1.2509	0.1828	-0.008	1.0	0.0	0.5567	0.7394	0.55	0.695	0.0	0.19	1.43	1.69
DB00575	DB00843	0.0922	0	0.5343	0.525	0.32	0.85	0.1855	-0.8019	-1.7693	-2.9602	0.1828	0.1196	1.0	1.0	0.5567	0.5302	0.55	0.51	0.0	0.0	1.43	1.5
DB00575	DB00989	0.1576	0	0.485	0.5	0.35	0.69	0.1855	-1.1904	-1.7693	-1.2811	0.1828	0.1993	1.0	0.0	0.5567	0.468	0.55	0.46	0.0	0.19	1.43	1.2
DB00575	DB01245	0.0177	0	0.7556	0.71	0.35	1.22	0.1855	-1.6992	-1.7693	-1.1414	0.1828	-0.0188	1.0	1.0	0.5567	0.7488	0.55	0.71	0.0	0.0	1.43	1.69
DB00575	DB01364	-0.0534	1	0.4606	0.5	0.0	0.75	0.1855	-1.7117	-1.7693	-0.987	0.1828	0.1104	1.0	0.0	0.5567	0.5186	0.55	0.51	0.0	0.19	1.43	1.39
DB00575	DB01169	0.1081	0	0.3998	0.39	0.26	0.6	0.1855	-2.0416	-1.7693	-2.9357	0.1828	0.1378	1.0	2.0	0.5567	0.3842	0.55	0.38	0.0	0.0	1.43	1.24
DB00575	DB00218	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB00365	0.2862	0	0.4512	0.415	0.4	0.61	0.1855	-1.168	-1.7693	-1.263	0.1828	0.3142	1.0	0.0	0.5567	0.4232	0.55	0.42	0.0	0.1	1.43	1.19
DB00575	DB00467	0.1047	0	0.4425	0.415	0.3	0.61	0.1855	-1.8233	-1.7693	-0.6503	0.1828	0.1349	1.0	0.0	0.5567	0.4238	0.55	0.42	0.0	0.08	1.43	1.23
DB00575	DB00487	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB00537	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB00685	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB00978	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB01059	0.1156	0	0.41	0.4	0.3	0.61	0.1855	-2.0272	-1.7693	-1.6407	0.1828	0.1507	1.0	0.0	0.5567	0.3868	0.55	0.385	0.0	0.08	1.43	1.19
DB00575	DB01155	0.2862	0	0.4512	0.415	0.4	0.61	0.1855	-1.168	-1.7693	-1.263	0.1828	0.3142	1.0	0.0	0.5567	0.4232	0.55	0.42	0.0	0.1	1.43	1.19
DB00575	DB01405	0.2862	0	0.4512	0.415	0.4	0.61	0.1855	-1.168	-1.7693	-1.263	0.1828	0.3142	1.0	0.0	0.5567	0.4232	0.55	0.42	0.0	0.1	1.43	1.19
